#{"t_start": 1776489777.5702183, "env_id": "None"}
r,l,t
266.0,38,10592.556113
128.0,20,10593.54082
101.0,17,10594.876817
211.0,31,10594.877094
342.0,35,10595.20995
187.0,24,10595.210221
270.0,30,10595.867712
1101.0,124,10596.202588
132.0,22,10596.884409
678.0,78,10597.965146
325.0,42,10598.997005
160.0,30,10600.330455
470.0,55,10600.331722
161.0,29,10600.333332
258.0,29,10600.705755
783.0,135,10600.70605
107.0,17,10600.706239
1721.0,210,10601.433372
1271.0,97,10601.43369
202.0,27,10601.433835
275.0,32,10601.802557
782.0,60,10602.166584
102.0,39,10602.166857
198.0,26,10602.518353
155.0,24,10603.654439
582.0,86,10604.433211
238.0,28,10604.829601
155.0,26,10606.340703
69.0,17,10607.077616
374.0,43,10607.823035
133.0,19,10608.534526
251.0,35,10608.534863
194.0,30,10611.778581
131.0,28,10612.143369
179.0,24,10612.529325
303.0,27,10612.529625
1104.0,221,10612.897421
299.0,42,10613.244853
267.0,35,10613.245174
235.0,35,10613.590207
107.0,19,10613.941563
100.0,22,10614.310576
501.0,87,10615.712751
334.0,48,10616.401791
211.0,33,10616.775196
323.0,75,10618.276703
269.0,27,10618.276989
174.0,28,10618.651642
596.0,97,10619.018545
130.0,19,10619.382314
387.0,47,10619.382617
690.0,148,10619.382747
88.0,21,10621.579867
598.0,71,10621.975707
70.0,27,10621.975956
449.0,60,10622.348974
174.0,27,10622.349275
224.0,30,10622.723334
224.0,44,10623.821221
131.0,26,10623.821989
196.0,31,10624.531994
237.0,32,10625.255678
315.0,36,10626.341825
133.0,19,10626.342139
243.0,32,10627.391107
158.0,26,10627.740001
177.0,31,10628.086871
206.0,27,10628.08719
76.0,19,10628.431224
888.0,93,10628.783641
131.0,22,10629.822374
265.0,31,10630.512363
188.0,24,10630.867111
322.0,40,10630.867422
142.0,26,10631.212812
202.0,36,10632.260385
134.0,28,10632.599532
252.0,41,10633.649949
193.0,28,10633.650278
304.0,44,10634.376865
162.0,29,10634.716713
46.0,19,10635.06978
125.0,20,10635.070087
357.0,38,10635.762543
164.0,24,10636.101406
300.0,28,10636.101709
1210.0,100,10637.492255
1333.0,171,10637.847036
1269.0,101,10638.557702
404.0,43,10638.920715
149.0,23,10638.920983
189.0,31,10638.921109
795.0,108,10640.302386
245.0,29,10640.65907
108.0,18,10641.364997
128.0,20,10642.059044
166.0,28,10642.417923
258.0,37,10642.76578
125.0,21,10643.483056
770.0,111,10644.212037
163.0,28,10644.574451
314.0,39,10644.574757
1068.0,182,10644.92607
279.0,35,10645.981969
255.0,30,10646.353848
193.0,23,10647.056619
110.0,19,10648.077763
366.0,40,10648.426928
252.0,45,10649.504653
354.0,61,10650.21278
244.0,29,10650.926005
166.0,26,10651.639119
323.0,36,10651.639343
115.0,23,10652.332085
194.0,27,10652.336136
204.0,27,10653.030614
78.0,18,10654.394098
550.0,67,10654.736366
131.0,29,10654.736655
161.0,27,10655.402376
165.0,28,10656.063737
313.0,35,10657.096492
277.0,32,10658.092889
434.0,41,10658.779137
174.0,31,10659.120926
533.0,60,10659.78163
1564.0,167,10659.781915
76.0,18,10660.444974
997.0,100,10661.102143
212.0,29,10661.445254
271.0,31,10662.122939
158.0,33,10662.123213
271.0,36,10662.46401
155.0,21,10662.464291
135.0,31,10662.794836
159.0,27,10663.778711
76.0,19,10666.778364
706.0,74,10667.478119
191.0,30,10669.151687
254.0,35,10669.838426
183.0,33,10669.838682
545.0,131,10670.50841
130.0,24,10670.857318
662.0,97,10671.188926
255.0,29,10671.859569
237.0,51,10671.85985
194.0,28,10671.859976
235.0,30,10672.191302
419.0,50,10672.861753
110.0,19,10673.200691
165.0,28,10673.200978
322.0,38,10674.216975
1212.0,110,10675.198071
1524.0,107,10675.198351
707.0,71,10676.861341
1199.0,120,10677.213455
193.0,25,10677.540592
1014.0,187,10677.867495
119.0,21,10678.19434
76.0,18,10679.172497
243.0,30,10679.845719
164.0,28,10680.179027
1077.0,156,10680.850385
161.0,27,10680.850682
248.0,30,10682.182669
222.0,32,10682.528413
162.0,28,10682.528654
384.0,61,10682.866731
227.0,33,10683.875589
260.0,37,10684.207086
225.0,19,10684.547146
336.0,44,10684.547415
764.0,83,10684.882052
101.0,17,10684.882338
200.0,28,10686.199088
131.0,22,10687.499107
925.0,142,10688.458827
240.0,33,10688.459081
252.0,45,10689.110999
101.0,17,10690.398155
122.0,21,10691.385578
264.0,32,10691.385791
134.0,27,10691.385927
225.0,33,10692.987718
336.0,43,10693.961682
284.0,36,10694.288433
311.0,36,10694.621051
169.0,26,10694.621324
759.0,184,10694.621455
174.0,33,10695.266061
404.0,46,10695.916415
101.0,17,10695.916734
761.0,140,10696.243788
299.0,39,10696.573299
690.0,134,10696.897468
738.0,113,10697.224794
204.0,27,10697.225079
298.0,41,10697.553384
221.0,31,10697.553667
116.0,22,10698.52192
162.0,27,10700.119674
164.0,28,10700.449131
287.0,51,10701.424596
48.0,20,10702.394333
193.0,27,10703.037338
176.0,25,10703.364175
381.0,81,10703.696278
215.0,30,10703.696542
214.0,34,10704.028547
225.0,19,10704.677658
607.0,106,10705.314719
412.0,51,10705.637066
133.0,30,10706.291909
164.0,27,10706.29222
880.0,118,10706.292364
242.0,36,10707.901893
101.0,17,10707.902192
208.0,38,10708.233109
165.0,28,10709.518993
543.0,2005,10710.167222
155.0,24,10711.135956
291.0,48,10712.745708
392.0,58,10713.397916
277.0,32,10713.398142
237.0,30,10713.398259
525.0,59,10713.722329
76.0,19,10714.038121
358.0,45,10714.681233
162.0,28,10715.335048
461.0,56,10715.657506
454.0,59,10716.306984
245.0,32,10716.628069
350.0,43,10717.916688
165.0,29,10718.88788
318.0,41,10718.888197
1179.0,134,10718.888309
1241.0,135,10719.206232
478.0,41,10719.524923
235.0,37,10719.854879
74.0,18,10719.855105
677.0,76,10721.451578
174.0,27,10721.451847
204.0,33,10721.767326
174.0,27,10722.403896
131.0,22,10723.799427
164.0,29,10724.180105
357.0,66,10725.319469
107.0,19,10726.398891
319.0,40,10726.762317
613.0,78,10727.109834
363.0,40,10728.936407
393.0,40,10729.300118
1341.0,211,10729.667356
433.0,53,10731.561045
325.0,38,10732.31589
394.0,42,10732.680952
105.0,18,10733.039379
191.0,27,10733.782072
163.0,26,10733.782369
253.0,34,10733.782473
336.0,86,10734.527009
385.0,48,10735.998375
364.0,39,10735.998638
831.0,84,10737.10247
442.0,61,10737.837154
335.0,31,10738.201437
225.0,29,10739.634485
298.0,40,10744.10667
181.0,32,10744.106948
197.0,30,10744.860119
129.0,30,10744.860338
134.0,30,10747.144103
245.0,38,10747.144387
345.0,37,10747.486989
311.0,37,10749.421829
402.0,50,10749.743104
133.0,30,10750.382628
231.0,38,10750.701728
585.0,66,10751.022005
1197.0,136,10751.669685
677.0,53,10751.66992
445.0,62,10751.98842
275.0,40,10752.310873
185.0,25,10752.646318
101.0,17,10752.64651
1142.0,222,10752.966509
2155.0,275,10753.922876
236.0,29,10753.923149
72.0,28,10754.244165
161.0,29,10754.574003
677.0,91,10754.898165
174.0,26,10755.86465
262.0,30,10756.831244
810.0,109,10757.794589
105.0,17,10758.121312
163.0,27,10759.080527
1075.0,212,10760.036443
213.0,29,10760.994925
1050.0,197,10761.313029
1429.0,122,10761.641015
337.0,38,10761.64129
241.0,33,10762.917289
177.0,29,10763.236599
98.0,19,10763.881178
288.0,36,10764.206615
270.0,31,10764.529866
258.0,46,10765.817344
174.0,31,10765.81762
480.0,51,10767.107621
231.0,32,10767.107862
1373.0,138,10767.436431
222.0,48,10767.436674
133.0,29,10768.396167
514.0,42,10768.396369
178.0,25,10813.422536
432.0,59,10814.07952
587.0,58,10814.079787
530.0,151,10814.415082
161.0,27,10814.415288
1675.0,177,10814.736633
162.0,25,10815.064326
336.0,40,10815.706939
130.0,19,10815.707171
293.0,37,10816.354289
161.0,27,10816.987512
879.0,198,10818.274348
808.0,51,10818.596628
650.0,129,10818.922074
413.0,52,10819.25196
1936.0,174,10819.252216
155.0,21,10820.854783
252.0,41,10821.824131
253.0,41,10821.82439
129.0,20,10822.147747
802.0,132,10822.79442
163.0,28,10823.4384
121.0,25,10823.774118
172.0,28,10823.774386
50.0,17,10824.733411
731.0,62,10825.066707
271.0,36,10825.710382
880.0,69,10826.353321
277.0,36,10826.682477
1082.0,179,10827.006587
205.0,29,10827.645573
309.0,38,10828.613288
249.0,31,10828.613522
203.0,29,10828.613662
479.0,60,10828.933215
562.0,110,10829.57212
762.0,95,10829.893433
201.0,26,10830.532227
281.0,32,10831.175469
194.0,27,10832.450707
559.0,82,10833.415485
444.0,45,10833.415758
302.0,27,10833.733609
484.0,55,10834.699291
1086.0,131,10835.028757
284.0,35,10835.029051
244.0,29,10835.671275
107.0,19,10835.997945
131.0,19,10836.639742
131.0,28,10837.937523
984.0,117,10838.931379
206.0,53,10838.931699
129.0,22,10839.682168
241.0,34,10839.68242
216.0,27,10840.038217
355.0,51,10840.038479
334.0,42,10840.399078
223.0,46,10840.746267
327.0,37,10840.746543
1289.0,157,10841.811392
270.0,26,10842.542155
1237.0,125,10843.634944
299.0,27,10846.126568
249.0,30,10846.496421
835.0,97,10846.496698
187.0,32,10846.856082
303.0,74,10847.582721
312.0,37,10847.949564
417.0,82,10849.38614
323.0,42,10849.386469
162.0,27,10849.728518
937.0,110,10850.080773
194.0,31,10851.149436
324.0,38,10851.498564
100.0,17,10852.577016
284.0,34,10852.577261
134.0,19,10852.938164
125.0,19,10853.307831
643.0,73,10853.67157
282.0,38,10854.365857
252.0,44,10854.716254
148.0,24,10856.496166
653.0,89,10857.59073
214.0,30,10857.59099
131.0,27,10859.07198
130.0,23,10859.427422
266.0,35,10860.147152
808.0,155,10860.504233
110.0,23,10860.877708
161.0,29,10861.962924
238.0,36,10862.316641
207.0,27,10862.689951
204.0,28,10862.690308
421.0,62,10864.11656
353.0,40,10864.116879
1728.0,117,10865.145256
212.0,31,10865.497259
993.0,96,10867.219279
903.0,76,10869.477387
224.0,44,10870.126441
362.0,39,10870.12671
348.0,47,10870.126827
302.0,26,10871.40844
352.0,38,10872.04845
853.0,94,10872.693203
273.0,32,10873.02072
269.0,34,10873.354656
761.0,133,10873.354948
159.0,28,10873.355046
1087.0,113,10874.311995
336.0,36,10874.637916
182.0,29,10874.973766
131.0,20,10875.936777
370.0,37,10876.26182
186.0,23,10877.554314
133.0,19,10877.554609
356.0,61,10878.19673
364.0,74,10878.516681
741.0,67,10880.116163
261.0,44,10881.393285
194.0,27,10881.393577
161.0,27,10882.03326
281.0,34,10882.991537
206.0,25,10883.952745
372.0,45,10884.590915
211.0,30,10884.59122
385.0,47,10885.22931
1175.0,123,10885.551044
271.0,25,10885.551345
117.0,22,10885.551427
253.0,42,10886.500409
561.0,2005,10887.14148
663.0,80,10887.141776
385.0,44,10887.457684
280.0,32,10887.77784
965.0,140,10888.41543
132.0,22,10888.415732
899.0,117,10889.372345
184.0,30,10889.693271
1319.0,150,10890.010366
413.0,45,10890.649897
164.0,28,10891.944597
105.0,17,10892.584917
722.0,178,10893.543458
299.0,39,10893.865707
325.0,38,10894.195388
256.0,30,10894.844203
180.0,23,10895.166849
99.0,23,10895.803259
161.0,29,10896.771913
227.0,39,10897.090861
107.0,19,10898.689548
213.0,30,10899.328015
374.0,44,10900.604622
185.0,24,10901.566864
753.0,55,10901.567155
270.0,31,10901.883495
1360.0,216,10901.883775
190.0,24,10902.853002
302.0,43,10903.178544
161.0,28,10903.178834
1337.0,118,10903.178911
894.0,134,10904.119926
101.0,17,10904.120184
216.0,34,10904.440209
552.0,64,10905.077235
161.0,28,10905.716605
774.0,63,10905.716876
280.0,34,10906.726911
310.0,58,10907.082567
449.0,70,10908.042054
488.0,55,10908.361858
1156.0,150,10908.362145
208.0,37,10909.049909
330.0,44,10909.050255
204.0,25,10909.710656
217.0,32,10909.710917
164.0,26,10910.411344
46.0,19,10910.41163
700.0,212,10910.739433
128.0,21,10912.6475
135.0,29,10912.647777
1403.0,124,10914.247303
211.0,31,10915.197107
253.0,30,10915.514557
133.0,19,10915.840278
643.0,91,10916.486736
334.0,42,10916.486987
110.0,19,10916.487096
164.0,30,10916.487183
1573.0,176,10917.446388
296.0,26,10920.978899
195.0,39,10920.979195
1463.0,144,10920.97929
129.0,19,10921.947158
417.0,38,10921.947459
124.0,19,10922.601287
81.0,19,10922.601563
253.0,43,10922.921173
333.0,43,10922.921455
368.0,41,10923.559959
176.0,24,10924.199075
792.0,108,10924.844447
357.0,38,10924.844741
394.0,53,10925.489106
195.0,28,10925.489467
271.0,35,10926.76759
1271.0,129,10927.08778
263.0,38,10927.407969
105.0,17,10928.055045
130.0,19,10928.055299
575.0,76,10928.691608
205.0,26,10929.335234
194.0,27,10929.652638
697.0,89,10930.295817
497.0,80,10930.296187
147.0,23,10931.583701
245.0,30,10931.58417
582.0,77,10931.909841
130.0,22,10932.552897
132.0,29,10932.873659
879.0,77,10932.873901
219.0,31,10932.873999
101.0,17,10933.515306
124.0,20,10934.480998
1340.0,178,10935.438093
257.0,40,10935.759147
1405.0,102,10936.082504
289.0,33,10937.360613
299.0,36,10938.973387
126.0,19,10938.973631
233.0,28,10939.293381
110.0,19,10939.623725
172.0,31,10939.624008
130.0,22,10939.624106
177.0,25,10939.94845
395.0,47,10939.948725
284.0,35,10940.588906
128.0,20,10940.91553
416.0,49,10941.233585
252.0,41,10941.885588
235.0,30,10942.526423
270.0,32,10943.166744
444.0,38,10943.809423
350.0,41,10944.766966
772.0,76,10945.40259
159.0,28,10946.3602
105.0,23,10947.003844
128.0,19,10947.004111
132.0,26,10947.960615
206.0,25,10948.602445
192.0,30,10949.239562
260.0,31,10949.880259
803.0,89,10951.158278
292.0,36,10951.477062
161.0,27,10951.792333
181.0,23,10952.116763
45.0,19,10953.071547
1079.0,164,10953.389336
199.0,26,10953.709578
217.0,35,10953.709882
162.0,25,10954.345376
203.0,26,10955.307867
448.0,45,10955.647559
442.0,52,10955.647813
350.0,37,10955.64789
387.0,66,10956.613469
196.0,31,10957.939778
107.0,19,10959.393263
275.0,31,10959.393523
277.0,33,10959.393658
535.0,91,10959.752602
437.0,57,10960.459505
223.0,33,10960.827531
174.0,29,10961.934352
161.0,27,10963.676151
204.0,26,10964.385967
1044.0,193,10964.746992
198.0,33,10965.106805
665.0,286,10966.204112
109.0,19,10966.204397
129.0,23,10966.204509
450.0,45,10967.312527
958.0,174,10967.679314
340.0,48,10968.043135
1594.0,124,10968.043387
197.0,25,10968.406366
291.0,37,10968.775847
346.0,37,10968.776104
194.0,27,10969.150896
204.0,25,10970.979409
159.0,28,10970.979671
101.0,17,10972.401238
554.0,55,10973.137138
243.0,28,10975.21694
194.0,28,10976.336699
151.0,23,10977.407659
735.0,78,10978.493066
1311.0,125,10978.493338
162.0,33,10979.197521
111.0,19,10979.197778
478.0,53,10979.548565
453.0,65,10979.903219
176.0,25,10979.903522
370.0,47,10980.596125
463.0,71,10980.966048
284.0,37,10981.664951
1595.0,170,10982.031687
445.0,125,10982.031989
302.0,26,10982.391837
299.0,38,10982.392072
326.0,43,10984.127379
719.0,56,10984.497854
332.0,39,10984.863365
75.0,19,10985.900045
1180.0,205,10986.26135
260.0,33,10987.981034
188.0,24,10988.301541
163.0,33,10988.939836
161.0,29,10989.25772
386.0,41,10989.578358
302.0,25,10990.867745
131.0,19,10990.867979
887.0,90,10991.50766
107.0,19,10992.151314
161.0,29,10994.394753
188.0,38,10994.72389
240.0,42,10995.053293
324.0,41,10995.380186
548.0,80,10995.708968
248.0,40,10995.709278
191.0,24,10996.025846
382.0,50,10996.356966
277.0,31,10996.357209
341.0,38,10996.684042
130.0,20,10997.334652
2008.0,285,10997.992624
43.0,18,10997.992932
284.0,32,10998.314515
1201.0,132,10998.967464
448.0,57,10999.606412
255.0,35,11000.568844
256.0,36,11000.569126
329.0,41,11002.817972
161.0,27,11003.148185
101.0,17,11003.479975
130.0,19,11003.480242
241.0,28,11003.804692
206.0,30,11005.410985
106.0,22,11005.411229
284.0,31,11006.061784
243.0,30,11006.384866
254.0,37,11007.354542
161.0,27,11008.331019
243.0,41,11008.331286
674.0,284,11008.66007
131.0,26,11008.979553
1310.0,208,11008.979886
1562.0,123,11009.619975
324.0,47,11010.912359
400.0,45,11010.912665
106.0,23,11010.912769
245.0,30,11012.520539
145.0,28,11012.520873
100.0,23,11012.860208
160.0,30,11012.860548
306.0,47,11013.188835
242.0,32,11014.157811
181.0,25,11014.158082
1086.0,112,11015.442233
476.0,52,11015.76637
2036.0,240,11016.090744
767.0,79,11016.415578
108.0,18,11016.741849
687.0,79,11017.080169
324.0,36,11017.080435
689.0,108,11017.410912
281.0,31,11017.41114
131.0,29,11018.37433
215.0,26,11021.251971
273.0,41,11021.579844
180.0,23,11021.580124
196.0,29,11021.902432
299.0,36,11022.559631
252.0,39,11023.527538
356.0,49,11024.177894
653.0,55,11024.17816
175.0,25,11025.136185
171.0,28,11025.467865
885.0,140,11025.801176
204.0,28,11026.4439
211.0,31,11027.079109
383.0,47,11028.039205
1074.0,196,11030.294496
263.0,31,11031.284333
341.0,46,11032.261338
181.0,24,11032.908843
283.0,36,11033.241065
606.0,75,11033.241331
160.0,30,11033.888887
203.0,26,11033.88916
323.0,80,11034.535658
508.0,50,11034.53595
268.0,39,11036.131707
862.0,212,11036.781897
1037.0,126,11037.111649
155.0,21,11038.087948
285.0,36,11038.088225
266.0,44,11038.415042
313.0,36,11038.745119
225.0,19,11039.399271
357.0,39,11040.693751
334.0,36,11043.908652
196.0,32,11044.246091
236.0,30,11044.246358
114.0,18,11044.246483
1464.0,108,11044.56862
101.0,22,11045.21647
349.0,38,11045.547632
128.0,19,11045.547904
1464.0,95,11046.190212
275.0,42,11046.518195
688.0,84,11048.779324
224.0,39,11048.779582
270.0,37,11049.103371
247.0,34,11049.103646
695.0,101,11049.430588
130.0,31,11050.711303
718.0,55,11051.696049
124.0,19,11051.696283
125.0,21,11052.023875
325.0,83,11052.670232
161.0,27,11053.000159
227.0,30,11053.968949
442.0,49,11054.613909
174.0,29,11054.948925
101.0,17,11054.949188
1452.0,169,11055.269081
1718.0,137,11056.882996
349.0,39,11056.883255
1071.0,245,11058.499953
267.0,38,11058.83188
155.0,21,11058.832106
943.0,115,11059.164747
1006.0,134,11059.504676
1147.0,143,11059.504959
137.0,27,11059.50509
981.0,115,11059.841831
200.0,25,11059.842101
1197.0,280,11060.170504
275.0,34,11060.170774
107.0,17,11060.494434
374.0,39,11061.457393
143.0,29,11062.099315
152.0,23,11062.42013
133.0,27,11062.740801
325.0,35,11065.972457
198.0,33,11065.972726
238.0,28,11065.972851
101.0,25,11066.944842
258.0,32,11067.270835
822.0,74,11067.922696
304.0,27,11067.922988
391.0,48,11068.567401
263.0,32,11069.864634
1029.0,78,11071.476375
268.0,38,11071.80851
254.0,36,11071.808783
286.0,33,11073.418207
353.0,46,11073.754553
312.0,37,11074.395547
194.0,27,11074.725206
231.0,28,11075.052251
195.0,28,11076.022143
303.0,27,11076.668291
162.0,26,11076.987044
312.0,35,11077.309341
160.0,28,11078.924351
1858.0,201,11080.869132
591.0,65,11080.86939
204.0,29,11081.193945
321.0,46,11082.166882
1108.0,122,11084.13061
215.0,26,11084.452001
224.0,33,11085.102802
200.0,26,11085.103065
151.0,31,11085.103141
300.0,44,11085.752585
859.0,161,11086.730138
681.0,87,11086.730365
166.0,32,11087.379011
125.0,20,11087.379281
212.0,31,11087.379361
304.0,61,11087.707736
260.0,48,11089.004243
755.0,89,11089.334081
256.0,32,11089.33432
746.0,121,11090.936925
78.0,19,11091.265028
130.0,23,11091.911755
935.0,96,11092.566311
1176.0,136,11093.219361
225.0,34,11093.219615
118.0,21,11093.547263
144.0,27,11093.892368
751.0,106,11093.892632
171.0,27,11093.892711
745.0,106,11094.221625
1004.0,100,11094.554914
334.0,41,11094.555171
547.0,143,11095.211502
76.0,18,11095.211737
752.0,65,11095.843994
171.0,27,11096.15648
123.0,19,11097.12369
161.0,27,11098.107643
274.0,57,11099.427243
308.0,38,11099.747801
130.0,19,11100.066577
364.0,41,11100.718381
245.0,29,11100.718639
242.0,38,11101.374807
180.0,23,11101.375008
110.0,19,11101.375089
165.0,29,11101.375154
1044.0,222,11102.334896
204.0,26,11102.976762
229.0,31,11103.3098
372.0,35,11103.951843
171.0,26,11104.607615
172.0,27,11104.607854
101.0,17,11106.846004
161.0,27,11106.846389
252.0,43,11107.168334
238.0,45,11108.445777
166.0,27,11109.40547
161.0,28,11110.368777
215.0,30,11110.369066
989.0,230,11111.332532
101.0,17,11112.298578
1013.0,122,11113.26159
323.0,37,11113.264505
218.0,31,11113.264661
277.0,34,11113.909367
420.0,46,11114.54875
202.0,31,11114.54901
134.0,31,11116.765658
132.0,27,11118.043344
479.0,42,11118.043637
164.0,26,11118.681634
845.0,61,11119.646224
234.0,27,11119.973747
95.0,24,11119.97404
204.0,28,11122.219239
245.0,30,11122.86323
215.0,26,11122.863497
214.0,29,11123.824935
417.0,64,11124.481891
909.0,199,11124.482164
377.0,44,11124.482257
101.0,17,11125.449408
688.0,73,11125.772781
206.0,25,11126.091901
839.0,91,11126.422637
364.0,40,11126.747093
1436.0,135,11127.705051
258.0,29,11128.03564
233.0,29,11129.318151
1625.0,137,11129.966519
303.0,38,11130.301918
164.0,28,11131.910608
420.0,47,11131.910871
777.0,78,11132.235162
88.0,21,11132.235452
972.0,121,11132.556013
843.0,118,11133.208513
913.0,77,11133.208794
243.0,30,11134.172719
937.0,109,11134.502522
343.0,38,11134.502725
